Sentence,Anger,Fear,Joy,Sadness,Surprise
"Easy , brother .",0,0,0,0,1
[PERSON] asked me if I wanted to see him again .,0,0,0,0,1
Even God wouldn't believe it !,0,0,0,0,1
"Everybody else laughs at it , but not you .",0,0,0,0,1
Everybody else thought it was funny !,0,0,0,0,1
Everybody's a boat freak ?,0,0,0,0,1
"Everything all right , [PERSON] ?",0,0,0,0,1
"Evie , can not be true !",0,0,0,0,1
Exactly how inexpensive ?,0,0,0,0,1
"Excuse me , sir . Exactly how obscene an amount of money were you talking about ?",0,0,0,0,1
Excuse me ?,0,0,0,0,1
"Father , what's going on here ?",0,0,0,0,1
"Fatter ? - No , Dad .",0,0,0,0,1
Fifteen hundred ?,0,0,0,0,1
Five years ago . Bingo .,0,0,0,0,1
For me ?,0,0,0,0,1
"[PERSON] , you're free !",0,0,0,0,1
"Frankly , I don't recall a time when a witness has refused to testify in this fashion .",0,0,0,0,1
"[PERSON] , are you leaving the company or something ?",0,0,0,0,1
"Fuck , he's not dead !",0,0,0,0,1
Funny you should say that .,0,0,0,0,1
"Funny , he never told me his name .",0,0,0,0,1
Garter belt ?,0,0,0,0,1
Get them !,1,0,0,0,1
Giants !,0,0,0,0,1
"God , he is a tough old bird .",0,0,0,0,1
"God , she must really love you .",0,0,0,0,1
"God , this is a list of questions that could unlock all the Sov military secrets and win the arms race at a stroke :",0,0,0,0,1
"God , you're probably right .",0,0,0,0,1
"God , you're the one who kidnapped him .",1,0,0,0,1
God !,0,0,0,0,1
"Good heavens , isn't there any revolt in you ?",0,0,0,0,1
"Good heavens , these Russian names .",0,0,0,0,1
"Good we're not broke , or we'd really be miserable .",0,0,0,0,1
Good ?,0,0,0,0,1
Grab the hand rail !,0,0,0,0,1
"[PERSON] , ain't you gonna do nothing ?",0,0,0,0,1
Guess what his name is the captain ?,0,0,0,0,1
"Gus , I thought you were going to attend to that later .",0,0,0,0,1
Ha ha !,0,0,0,0,1
Hadn't they promised to keep our name out of it ?,0,0,0,0,1
Half of [LOCATION]'s on the way up here .,0,0,0,0,1
"Harry , how did you do it ?",0,0,0,0,1
Have you forgotten it ?,0,0,0,0,1
Haven't seen you for a while .,0,0,0,0,1
Haven't seen you here before .,0,0,0,0,1
Haven't seen you in a long time .,0,0,0,0,1
He acted strange .,0,0,0,0,1
"He can't do it in the club so he makes me call [PERSON] outside , and he jams him .",0,0,0,0,1
He cooks better than his ma !,0,0,0,0,1
He did ?,0,0,0,0,1
He didn't say anything about a dam .,0,0,0,0,1
He didn't sleep .,0,0,0,0,1
He embezzled five million euros and [PERSON] was going to expose him ?,0,1,0,0,1
He gave me some work to do and he left .,0,0,0,0,1
He got kicked upstairs .,0,0,0,0,1
He got what he wanted .,0,0,0,0,1
He is the owner of [LOCATION] .,0,0,0,0,1
He might even be expecting you .,0,1,0,0,1
He never even heard of [PERSON] .,0,0,0,0,1
"He objects , she sustains , every time . The old flame's still burning , huh ?",0,0,0,0,1
"He owes me $ , and won't pay up .",1,0,0,0,1
He promised you parts in Cats ?,0,0,0,0,1
He said you were a saintly old man who didn't hold with all the vices .,0,0,0,0,1
He seems to know everything else .,0,0,0,0,1
He spent money on a bible ?,0,0,0,0,1
He stepped in front of a bullet for me once caught it in his left hand and shoved it up the punk's ass .,0,0,0,0,1
He struck you ?,0,0,0,0,1
He suffered me to buy him a new suit ... and to get him a job at his old hospital .,0,0,0,0,1
He told you to tell me that too ?,0,0,0,0,1
He tried to limit the scope of the fingerprint search to exclude his own .,0,0,0,0,1
He used a grenade ?,0,0,0,0,1
He wants to meet with you . Today . - Why ?,0,0,0,0,1
He was here two weeks before I knew he'd moved in .,0,0,0,0,1
He was here ?,0,0,0,0,1
He was kidnapped . Kidnapped ?,0,0,0,0,1
He was the technology .,0,0,0,0,1
He went ' bang ' !,0,0,0,0,1
He went into [PERSON]'s chamber .,0,0,0,0,1
He'd been caught stealing rations . - I see .,0,0,0,0,1
He'd been innocent !,0,0,0,0,1
He'll take care of your mortgage .,0,0,0,0,1
"He's a bit soft that Inspector , isn't he ?",0,0,0,0,1
"He's an asshole , but you'll get used to him after a while .",0,0,0,0,1
He's getting married in minutes .,0,0,0,0,1
He's got something bottled up behind that dashing charm .,0,0,0,0,1
He's quite right . There's nothing wrong with eating dog .,0,0,1,0,1
He's right there !,0,0,0,0,1
He's so cute .,0,0,1,0,1
He's taking the day off ?,0,0,0,0,1
"He goes to the fucking hospital , right ?",1,0,0,0,0
"Get down ! I said now , asshole !",1,0,0,0,0
"Get going , [PERSON] ! [PERSON] !",1,0,0,0,0
Get her .,1,0,0,0,0
Get in the car !,1,0,0,0,0
Get in the car .,1,0,0,0,0
Get it and no one'll get hurt .,1,0,0,0,0
Get lost !,1,0,0,0,0
"Get me a prisoner , understand ?",1,0,0,0,0
Get off my roof !,1,0,0,0,0
Get off of that train .,1,0,0,0,0
Get Off !,1,0,0,0,0
"Get off ! - Outside , please .",1,0,0,0,0
Get on out of here !,1,0,0,0,0
Get on !,1,0,0,0,0
Get out of here before I throw you out .,1,0,0,0,0
"Get out of here , before I make you beg for your life .",1,0,0,0,0
Get out of here !,1,0,0,0,0
Get out of my office .,1,0,0,0,0
"Get out of my way , [PERSON] .",1,0,0,0,0
Get out of my way !,1,0,0,0,0
Get out of my way .,1,0,0,0,0
"Get out of the god damn hallway , [PERSON] .",1,0,0,0,0
Get out of town !,1,0,0,0,0
Get out !,1,0,0,0,0
Get out .,1,0,0,0,0
Get outta the way .,1,0,0,0,0
Get rid of her .,1,0,0,0,0
Get rid of that kid !,1,0,0,0,0
Get that goddamn thing on film !,1,0,0,0,0
Get the fuck out of this country .,1,0,0,0,0
Get the legs .,1,0,0,0,0
Get these men out of here .,1,0,0,0,0
"Get those bags in , and get in fast !",1,0,0,0,0
"Get up , you big hero .",1,0,0,0,0
Get up !,1,0,0,0,0
Get up ! Do you hear me ?,1,0,0,0,0
"Get upstairs , miss .",1,0,0,0,0
Get us some frickin' pretzels or something .,1,0,0,0,0
Get your ass movin' !,1,0,0,0,0
Get your hands off him or I'll call the Metropolitan scuffers !,1,0,0,0,0
Get your little butt in here .,1,0,0,0,0
Gim me a good reason why not .,1,0,0,0,0
Gim me my coat !,1,0,0,0,0
Gim me that damn mike !,1,0,0,0,0
Give a girl a chance to breathe .,1,0,0,0,0
Give him $ .,1,0,0,0,0
Give him quinine and stop pretending you're [PERSON] .,1,0,0,0,0
Give it to me !,1,0,0,0,0
"Give me a break , we just met !",1,0,0,0,0
Give me a minute .,1,0,0,0,0
"Give me my clothes , please .",1,0,0,0,0
Give me that !,1,0,0,0,0
Give me the lighter .,1,0,0,0,0
Give me the money .,1,0,0,0,0
"Give me the suit , right now .",1,0,0,0,0
Give them a taste of their own iron !,1,0,0,0,0
Give us the f. . .,1,0,0,0,0
"Go ahead , man to man .",1,0,0,0,0
Go and say sorry to him . ',1,0,0,0,0
Go away .,1,0,0,0,0
"Go back to the perimeter , you pinhead .",1,0,0,0,0
"Go back to your office , have a nap .",1,0,0,0,0
Go back to your work .,1,0,0,0,0
"Go dry yourself , [PERSON] .",1,0,0,0,0
"Go fuck a refrigerator , pecker neck !",1,0,0,0,0
Go get them ! No !,1,0,0,0,0
Go home !,1,0,0,0,0
"Go on , go to work .",1,0,0,0,0
Go on . Get the hell out of here .,1,0,0,0,0
Go to hell .,1,0,0,0,0
Go to your AA meetings -- - l want to do this film .,1,0,0,0,0
"Go with it , quick ! Do not stop .",1,0,0,0,0
God damn it .,1,0,0,0,0
God - damn it !,1,0,0,0,0
"God , it was bright .",1,0,0,0,0
"Goddamn it , [PERSON] , will you trust me ?",1,0,0,0,0
"Goddamn it , do something .",1,0,0,0,0
Goddamn it !,1,0,0,0,0
Goddamn law is ruining the country .,1,0,0,0,0
"Goddamn , is that bitch on the rag or what ?",1,0,0,0,0
"Good . Get up there , help [PERSON] with the pig get your car and you're out of here . Get ready .",1,0,0,0,0
Got a problem with that ?,1,0,0,0,0
Grab this oar .,1,0,0,0,0
"[PERSON] , I'm thinking of the baby !",1,0,0,0,0
"Grow , cuz .",1,0,0,0,0
"Ha ha ha ! This is it , [LOCATION] ! The event you've all been waiting for .",1,0,0,0,0
Had to do all this myself ...,1,0,0,0,0
Halt negotiations immediately .,1,0,0,0,0
Halt !,1,0,0,0,0
Hands up !,1,0,0,0,0
"[PERSON] turns against me , And I should lighten up ?",1,0,0,0,0
"[PERSON] , why do you keep on making trouble for us ?",1,0,0,0,0
[PERSON] !,1,1,1,0,1
"[PERSON] , I'm not an idiot and I don't appreciate being treated like one .",1,0,0,0,0
"[PERSON] , there's no way the DA handles a case like this himself just because I work for you .",1,0,0,0,0
Has any of my client's DNA actually been found on the victim .,1,0,0,0,0
"Has anyone considered trying , Open sesame  ? ",1,0,0,0,0
"Hastings , it did not seem to him strange which [PERSON] was suggesting what had the mother been poisoned by accident ?",1,0,0,0,0
"Have a think , Barley .",1,0,0,0,0
Have enough respect for me not to lie .,1,0,0,0,0
"Have they moved the embassy , or are you hijacking me ?",1,0,0,0,0
Have you seen any of these documents ?,1,0,0,0,0
"Have you thought for a moment about anybody else but yourself , and your obsession with letters of the alphabet arranged in a hyphenated name ?",1,0,0,0,0
He ain't gonna get my hide .,1,0,0,0,0
He ain't used to livin' like this .,1,0,0,0,0
He asked you not to get those records ?,1,0,0,0,0
He blows it .,1,1,0,0,0
He brought in his own detective to replace [PERSON] .,1,1,0,0,0
He can't be there !,1,0,0,0,0
He could go anytime . - Move . Move !,1,0,0,0,0
He don't know the streets .,1,0,0,0,0
He forgot ?,1,0,0,0,0
"He might win a few fights , but a Rocky Balboa he'll never be .",1,0,0,0,0
He missed the turn .,1,0,0,0,0
He never turned up at all .,1,0,0,0,0
"He refuses an offer to merge with the New York Trust , the only thing that'll put this bank on safe ground .",1,0,0,0,0
He said again that the more early I was going away better .,1,1,0,0,0
"He says that [LOCATION] will uphold it in every court ... but I will drag you through every court , don't forget that .",1,0,0,0,0
"He should , he's got a lot to be thankful for !",1,0,0,0,0
He thinks he knows me .,1,0,0,0,0
He took her out buggy - riding in the late afternoon without a chaperon ... and then he refused to marry her !,1,0,0,0,0
"He wants you downtown , like , yesterday .",1,0,0,0,0
He was completely misquoted .,1,0,0,0,0
"He wasn't a boy , he was seventeen .",1,0,0,0,0
He won't eat any steak .,1,0,0,0,0
He won't open the safe .,1,0,0,0,0
He wouldn't tell us a goddamn thing .,1,0,0,0,0
He'd kill you if he heard you .,1,1,0,0,0
"He'd punch on my mother , too .",1,1,0,0,0
He'll get you into more trouble .,1,1,0,0,0
He'll leave and take the little brat with him .,1,0,0,0,0
He'll never leave [LOCATION] . Then let him stay .,1,0,0,0,0
He'll never see another if he doesn't learn about [PERSON]'s artillery .,1,0,0,0,0
He'll take orders all right .,1,0,0,0,0
He's a prick .,1,0,0,0,0
"He's a thief , he stole something from me !",1,0,0,0,0
"He's a tortured , bitterly neurotic man who's finishing life on his own terms .",1,0,0,0,0
He's about to be boiled in oil .,1,1,0,0,0
He's an idiot .,1,0,0,0,0
He's being evasive again .,1,0,0,0,0
He's got another woman !,1,0,0,0,0
"He's lying , mom .",1,0,0,0,0
He's lying .,1,0,0,0,0
He's no use to no one !,1,0,0,0,0
"He's not even in yet . Well , you tell him not to file anything .",1,0,0,0,0
"He's of no use to no one , including himself .",1,0,0,0,0
"He's selling drugs around upstairs , and he's got the rest of them locked up down here without any rights .",1,0,0,0,0
He's such a little man .,1,0,0,0,0
He's sure gonna bear down on me .,1,0,0,0,0
He's taken it again !,1,0,0,0,0
He's with them .,1,0,0,0,0
[PERSON] can kiss my sweet ass !,1,0,0,0,0
[PERSON]'s already been up my ass so far I won't be able to sit down for a week .,1,0,0,0,0
"[PERSON] , we have to go downstairs quickly !",1,0,0,0,0
"Hell , I guess so . You guess so . Well , that's beautiful .",1,0,0,0,0
"Hell , we could bring in the whole god damn New York Knicks just to make sure your trash hits the basket ! How's that ?",1,0,0,0,0
Hell !,1,0,0,0,0
"Hello . - Never , ever pick up the phone .",1,1,0,0,0
Help yourself .,1,0,1,0,0
Helping me . This isn't helpful .,1,0,0,0,0
Her goddamn sister tripped and fell in the tub and she went to help .,1,0,0,0,0
Her husband has a beer one night ... Doesn't even comment on the glass .,1,0,0,0,0
Hey Prospect !,1,0,0,0,0
"Hey , Beef , if [PERSON] says the van was empty , the van was empty .",1,0,0,0,0
"Hey , clown !",1,0,0,0,0
"Hey , come on , [PERSON] .",1,0,0,0,0
"Hey , come on !",1,0,0,0,0
"Hey , Crystal , I want to show you this . Now , what's gonna happen here ...",1,0,0,0,0
"Hey , fuck off !",1,0,0,0,0
"Hey , fuck you , man !",1,0,0,0,0
"Hey , look at me !",1,0,0,0,0
"Hey , put the phone down !",1,0,0,0,0
"Hey , quit moving in there !",1,0,0,0,0
"Hey , since when have you ever ?",1,0,0,0,0
"Hey , trust me with your life but not your money or your wife . You're an asshole !",1,0,0,0,0
"Hey , wait a minute !",1,0,0,0,0
"Hey , wait your turn .",1,0,0,0,0
"Hey , wait !",1,0,0,0,0
"Hey , what the fuck ?",1,0,0,0,1
"Hey , what the hell are you going to Frenchy movies for , anyway ?",1,0,0,0,1
"Hey , you can't talk to me like that .",1,0,0,0,0
"Hey , you can not reject me .",1,0,0,0,0
"Hey , you know there was a guy in the game that accused me of juicing the deck ?",1,0,0,0,1
"Hey , you shut up !",1,0,0,0,0
"Hey , you son of a bitch ! What the -- ?",1,0,0,0,0
"Hey , you two with the mileage upgrades , sit down .",1,0,0,0,0
Hey !,1,0,1,0,1
Hey ! You're nothing but a little girly devil .,1,0,0,0,0
Hey . What the hell was that ?,1,0,0,0,1
His foolish involvement with Lady forgotten [PERSON] ...,1,0,0,0,0
His Majesty is very demanding .,1,0,0,0,1
Hit him in the head .,1,0,0,0,0
"Hit him , [PERSON] .",1,0,1,0,0
Hit him !,1,0,0,0,0
"Hit me back , you coward .",1,0,0,0,0
Hit the one in the middle .,1,0,0,0,0
Hold him !,1,0,0,0,0
"Hold it , not yet !",1,0,0,0,0
Hold it .,1,0,0,0,0
"Honestly , [PERSON] . What is the matter with you tonight ?",1,0,0,0,0
"Honestly , sometimes I don't understand you at all .",1,0,0,0,0
"Honey , I'm trying to read .",1,0,0,0,0
"Honey , please don't stand like that .",1,0,0,0,0
"Honey , we don't like nothing soft .",1,0,0,0,0
"House of Abercrombie and [PERSON] , publishers , drunk or sober .",1,0,0,0,0
"How about that whole fucking city , if you don't do what I say ?",1,0,0,0,0
How about this . How about you call me never .,1,0,0,0,0
How about what the hell you're doing in there to begin with ?,1,0,0,0,0
How are we supposed to raise that kind of money ?,1,0,0,0,0
How are you guys ?,1,0,0,0,0
How can he see pink ? It's a black and white picture .,1,0,0,0,1
How can you say such a thing ?,1,0,0,0,0
How come they're happier than us ?,1,0,0,0,0
How come you just didn't have a baby ?,1,0,0,0,1
How could they with you here ?,1,0,0,0,0
"How dare you , sir !",1,0,0,0,0
How did this get started ?,1,0,0,0,0
"How did you not disclose this , [PERSON] ?",1,0,0,0,0
How do you expect to enjoy your honeymoon if you can't relax ?,1,0,0,0,0
How do you know I won't trick you and turn you in to the hands of the police ?,1,0,0,0,0
How do you plan to pass if you're too busy stealing cars And shooting black people ?,1,0,0,0,0
How long has she been gone ? ! How long ?,1,1,0,0,0
How long will you be able to keep the litigation going on your own resources ?,1,0,0,0,0
How many times do I have to tell you ? You don't know what you're dealing with .,1,0,0,0,0
How many times have I told you to keep away from my desk ?,1,0,0,0,0
How many times must I to tell you ?,1,0,0,0,0
How may times do I have to tell you ?,1,0,0,0,0
How much further into the rectory are you going to push it ?,1,0,0,0,0
How much longer do we have to wait ?,1,0,0,0,0
"How much simpler it would be , for so many of us , if [PERSON] had not found it necessary to look for a new face .",1,0,0,0,0
How stupid of me !,1,0,0,0,0
How the fuck did you let it get that far ?,1,0,0,0,0
How the hell did you know I didn't have the king or the ace ?,1,0,0,0,1
How the hell do you know where we are ?,1,0,0,0,1
How would you like the holy hell kicked out of you ?,1,0,0,0,0
How you going to stop me ?,1,0,0,0,0
How you helped steal an election .,1,0,0,0,0
"However many questions you ask , you never expect an answer .",1,0,0,0,0
"Hu , our hourses ' hoofs - are rigid They won't move !",1,0,0,0,0
Hurry up !,1,1,0,0,0
Hurry up .,1,0,0,0,0
Hurry !,1,1,0,0,1
Hush that yowling .,1,0,0,0,0
Hustled her off in a chopper .,1,0,0,0,0
I absolutely do not wan na hear about it .,1,0,0,0,0
I ain't a boy !,1,0,0,0,0
"I ain't giving you shit . I said I'd play you even , I play you even .",1,0,0,0,0
I ain't gonna be a nobody .,1,0,0,0,0
I ain't gonna call her any more .,1,0,0,0,0
I ain't making no money watching you boys sleep .,1,0,0,0,0
I ain't talking about that crap !,1,0,0,0,0
I also have a memory .,1,0,0,0,0
"I am broke , desperate and very pissed .",1,0,0,0,0
I am far more powerful than you can ever imagine .,1,0,0,0,0
"I am glad that Senator [PERSON] is calm , because every once in a while I'm ready to do a [PERSON] on these guys .",1,0,0,0,0
I am not unauthorised .,1,0,0,0,0
"I am speaking strictly , [PERSON] .",1,0,0,0,0
"I am the medical examiner and the chief pathologist in the city , and they've cut me out .",1,0,0,0,0
I am through being a go - between for you and your dream girl .,1,0,0,0,0
I am very confident [LOCATION] is lying about an American being on board .,1,0,0,0,0
"I am warning about you , [PERSON] ,",1,0,0,0,0
I am what I look like !,1,0,0,1,0
I asked you a question .,1,0,0,0,0
I asked you never to speak to me again .,1,0,0,0,0
I beg your pardon ? I leave tomorrow morning for [LOCATION] .,1,0,0,0,0
I believe that is unconstitutional for them to refuse to give the information to the President of the [LOCATION] .,1,1,0,0,0
I called and called . - Where were you last night ?,1,0,0,0,0
I called him a liar .,1,0,0,0,0
I can have you arrested !,1,0,0,0,0
I can raise my voice in my own home .,1,0,0,0,0
"I can see very well , thank you .",1,0,0,0,0
I can smoke you out of there easy .,1,0,0,0,0
I can take care of myself !,1,0,0,0,0
I can tell when someone lies to me .,1,0,0,0,0
I can't afford a fuckin' dream house !,1,0,0,0,0
I can't believe anything you tell me now .,1,0,0,0,0
I can't believe it !,1,0,0,0,1
"I can't believe you did this -- A $ , suit on my credit card .",1,0,0,0,0
"I can't do that , [PERSON] .",1,0,0,1,0
I can't get it out of my head that [PERSON] was responsible for the camping thing .,1,0,0,1,1
I can't get this blasted thing started .,1,0,0,0,0
"I can't have children , [PERSON] !",1,0,0,1,0
I can't have that .,1,0,0,0,0
I can't let that happen again .,1,0,0,1,0
I can't seem to keep you two out of the hospital lately .,1,0,0,1,1
I can't stand it here any longer .,1,0,0,0,0
I can't stand this spic shit .,1,0,0,0,0
I can't tell you that !,1,0,0,0,0
I can't .,1,0,0,1,1
I can not believe I am forced to defend myself once again for the actions of a criminal .,1,1,0,0,1
I cast thee back to hell !,1,0,0,0,0
I cast thee back to hell . To hell !,1,0,0,0,0
I change cars like other guys change their fuckin' shoes !,1,0,0,0,0
I chew up you fucking wise guys and spit out [GAY SLUR] !,1,0,0,0,0
I command it !,1,0,0,0,0
I command thy putrid spirit Be banished from this child's soul .,1,0,0,0,0
I could ask you the same question .,1,0,0,0,0
I could have finally gotten my yoga certification ... It wouldn't have been .,1,0,0,1,0
I could have you shot .,1,0,0,0,0
I decided to come down here and have it out with both of them .,1,0,0,0,0
I demand a court - martial for murder !,1,0,0,0,0
I demand that you free the Childlike Empress !,1,0,0,0,0
I demand you stop this car !,1,1,0,0,0
I demand you stop this charade ! You ... Demand ?,1,0,0,0,1
I did not ask your advice .,1,0,0,0,0
I did not permit you to come in here .,1,0,0,0,0
"I didn't ask you , [PERSON] .",1,0,0,0,0
I didn't ask you .,1,0,0,0,0
I didn't give orders for a halt .,1,0,0,0,0
I didn't have time to ask .,1,0,0,0,0
I didn't hear no bell !,1,0,0,0,0
I didn't hurt anyone !,1,1,0,1,0
I didn't like him anyway .,1,0,0,0,0
I didn't ride out here to pick blueberries .,1,0,0,0,0
I didn't say come in .,1,0,0,0,0
I didn't say that .,1,0,0,0,0
"I do declare , it looks like my head's gonna split open with all this singing and yelling and hallelujah - ing .",1,0,0,0,0
I do just tell in my mind .,1,0,0,0,0
"I do not care or the wrath of God , nor of the whole earth .",1,0,0,0,0
I do not know !,1,0,0,0,0
I do not like Mr. [PERSON] .,1,0,0,0,0
I do not peek .,1,0,0,0,0
I do not think you quite realise my position .,1,0,0,0,0
I don't aim to have that threesome prowling ' my property no longer .,1,0,0,0,0
"The Montauk Club , : pm .",0,1,0,0,0
"The Navy's waiting for me to make a mistake , but I won't make it .",0,1,0,0,0
"The president would like to be a friend to you , but you're making it very difficult .",1,0,0,0,0
"The press briefing room , [PERSON] , really ?",1,0,0,0,1
The press release said that you were taking a leave to consider your career options .,0,0,1,0,0
"The reason Congress enacted Section in the first place was because of a lawsuit filed by [PERSON] , the boiler - room securities operation founded by [PERSON] , better known as The Wolf of Wall Street .",1,0,0,0,0
The State offers as evidence ... From the defendant's suitcoat ... A hair identified by the Police Crime Lab as that of the deceased .,0,0,1,0,1
The three so - called flying saucers had been recovered in [LOCATION] .  ,0,1,0,0,1
The whole buck ?,0,0,0,0,1
"The world will someday see paintings of her . And of her and me . And then it will think ,",0,0,1,0,0
The worst thing that could happen is I'd have a nice meal in a good restaurant .,0,0,1,0,0
"Then ask him who ordered that each man should catch flies a day . And that they should be collected , counted and delivered daily , by me .",1,0,0,0,0
"Then once you cross [LOCATION] , you're scot - free , that is until ... Dead Dingo Pass .",0,1,0,0,0
Then they'll meet with you .,0,0,1,0,0
"Then , firm !",1,0,0,0,0
There he comes !,0,0,1,0,1
There it is .,0,0,1,0,1
There never has been a [PERSON] at your hospital .,1,0,0,0,0
"There was no way she would have showed up if she didn't think she was safe , especially with the child .",0,0,1,0,0
There were no other documents ? - I got everything in the room .,0,1,0,0,0
There ! I got it .,0,0,1,0,1
There . You see ? Someone else who knows that it's wrong .,0,1,0,0,0
There's a gas pump out by the shed .,0,0,1,0,0
There's a shortcut near here .,0,0,1,0,0
There's [PERSON] and [PERSON] going out to yet another birthday party with their new son !  ,0,0,1,0,1
"There's gonna be a great deal that we're gonna be able to accomplish , the three of us .",0,0,1,0,0
There's no way you could make them talk . You're dealing with extremists .,0,0,0,1,0
"There's nothing more wonderful than children playing , hearing them laughing .",0,0,1,0,0
"There's this sudden thrill , like ... while the person you love is inhabiting the same world as you .",0,0,1,0,0
"They are against you , and against me .",1,1,0,0,0
They are very interested .,0,0,1,0,0
They making it tough on you ?,1,1,0,0,0
"They might have a hundred guns , but it's safer down here !",0,0,1,0,0
They would have waited forever to go into that bank .,1,0,0,0,0
They'd never find me .,1,1,0,0,0
They'll learn quickly .,0,0,1,0,0
They're armed .,0,1,0,0,0
"They're coming to get you , Barbara.[LOCATION] ,",0,1,0,0,0
They're going to choose you . I just know it .,0,0,1,0,0
Think I should go out with [PERSON] ?,0,0,0,0,1
This ain't the time to retire .,1,0,0,0,0
This is a merchant ship . We're carrying machine parts .,0,0,1,0,0
This is maybe the most important case that we handle in our legal career .,0,0,1,0,1
This is my first night being a dad .,0,1,1,0,0
This is no time for foolish tricks !,1,0,0,0,0
This is what I've been waitin' for !,0,0,1,0,0
This is where the fun starts .,0,0,1,0,0
"This isn't a temple , is it ?",0,1,0,1,1
This isn't my usual route .,0,0,0,0,1
This magnificent structure will be the seat of leadership for the new [LOCATION] .,0,0,1,0,0
This material doesn't correspond to anything on the periodic table .,0,0,0,0,1
This ought to be rich .,1,0,0,0,0
This report ? - No .,1,0,0,0,0
"This technology would liberate Earth from fossil fuels , environmental devastation , and poverty in a single generation .",0,0,1,0,0
"This time , you won't get away with it .",1,0,0,0,0
This wasn't supposed to happen .,0,1,0,0,0
Those people have a tough time .,0,1,0,0,0
Time for the magic show .,0,0,1,0,0
"To be frank , they could be gone by Monday .",0,1,0,1,0
To find out whether you're a gambler or a trainer .,0,0,0,0,1
"To you , and to our new partnership , welcome .",0,0,1,0,0
Today you are full - fledged ensigns .,0,0,1,0,0
"[PERSON] , these trunks is very special to me , you know ?",0,0,1,0,0
Try me .,1,0,0,0,0
Turn him off .,1,0,0,0,0
"Uh ... Yes ? No offense , but I think",1,0,0,0,0
[PERSON] has a terrific body .,0,0,1,0,1
Vamos !,1,0,1,0,0
Very interesting . They give a good dental plan to you ?,0,0,0,0,1
Very well . I'll introduce them to you .,0,0,1,0,0
Wait till they get a load of me .,1,0,0,0,0
Wait !,0,1,0,0,1
Want to get the fuck out of here ?,1,0,0,0,0
"[PERSON] , shall we continue to plan ?",1,0,0,0,0
Was this clown such a bad guy ?,1,0,0,0,0
"Watch yourself . Kuwaiti Star , stand by . We're coming in on your port side .",0,1,0,0,0
We ain't hungry ... not food hungry anyway .,0,1,0,0,1
We all deserve better !,1,0,1,0,0
We all have ideas of right and wrong . - - But we have to pitch in for the good of the family .,0,1,0,0,0
We are near .,0,0,1,0,0
We are taking The Nautilus down for the last time .,0,1,0,0,0
"We are witnessing the making of a legend , [PERSON] , the kind of thing that front covers are made of .",0,0,1,0,0
We can still make it .,0,0,0,0,1
We can use [PERSON]'s own plan for train robbery .,0,0,1,0,0
"we can work something out . - That's a sweet offer , but not now .",0,0,1,0,0
"We certainly are , senorita , because we understand you got a lot of talent .",0,0,1,0,0
We come from a good family My name is Windy,0,0,1,0,0
"We did it , Mr. [PERSON] .",0,0,1,0,0
We got 'em !,0,0,1,0,1
We got a thousand man - hours on this . Nobody's walking away .,1,0,0,0,0
We got the right ship .,0,0,1,0,0
We got the room booked for the whole morning .,0,0,1,0,0
"We got ta stick together , cos what are we ?",0,0,1,0,0
"We have to leave ! Either on a plane to [LOCATION] , or feet first !",0,1,0,0,0
"We know from our fancy telescopes that just in the last years , more than planets have been identified outside our solar system that seem to be far enough from their suns and dense enough that they might be able to support",0,0,0,0,1
We know where you live .,1,0,0,0,0
"We mean it , sir , all kiddin' aside .",0,0,1,0,1
"We must act immediately , tonight !",0,0,0,0,1
We must get everyone in [LOCATION] to help us .,0,1,0,0,0
We mustn't let a little thing like this ruin our evening .,0,0,1,0,0
We need to meet with the Congressional Black Caucus . Tomorrow .,0,1,0,0,0
We want you to rob drug transport .,1,0,0,0,0
We'd be pleased if you would .,0,0,1,0,0
We'd love to .,0,0,1,0,0
"We'd roll it up and have snowball fights with it , you know ?",0,0,1,0,0
We'll answer anything you want to know .,0,0,1,0,0
We'll be in the station soon . You'll be safe when we get there .,0,0,1,0,0
We'll be in touch .,1,0,0,0,0
We'll be OK .,0,0,1,0,0
We'll do this thing together .,0,1,1,0,0
We'll go on a crime spree .,0,0,1,0,0
Is this the kind of person that you are ?,0,0,0,1,1
"It is a crime that happens against children in every neighborhood , in every city and state in the country .",1,1,0,0,0
It is almost frightening how much in love with you she is .,0,0,0,0,1
It is not educated . Then it repents .,1,0,0,0,0
It is time for the Torlato - Favrinis to get off the world .,1,0,0,0,0
It is to you and you that my name means nothing .,0,0,0,1,1
It made her sick .,0,0,0,1,0
It means you become their slave hours a day seven days a week .,1,0,0,0,0
"It seems that we are forced to admit that our suspicions are wrong , despite her confession .",1,0,0,0,0
It took me a week to find this crap .,1,0,0,0,1
"It's a shame , isn't it ?",0,0,0,1,0
It's all my fault .,0,0,0,1,0
"It's an incredibly profitable , as horrifying as it is to say , business .",0,0,0,0,1
It's cold .,0,0,0,1,0
It's good you no understand my mother . It's liar .,1,0,0,1,0
"It's just all too much right now . You know , I just ...",1,0,0,0,0
"It's like having a beast ... wild within me ,",0,1,0,0,0
"It's like working in a filling station , watching the cars go by .",0,0,0,1,0
"It's me , you fool .",1,0,1,0,0
It's no use anyway .,0,0,0,1,0
It's not right to leave it in there .,0,1,0,1,0
It's over .,0,1,0,1,0
It's pretty awful .,1,0,0,0,0
It's too bad .,0,0,0,1,0
Jeanne ... Majesty .,1,1,0,0,0
